Dataset,Panel,Sampling seed,Original features,Alternative features,Accuracy,Macro-F1,Positive F1,Delta Macro-F1 vs original,Feature ids
SMS Spam,1,2026,11,9,0.9760,0.9469,0.9077,+0.0096,original:mentions_prize_reward_gift; original:impersonates_official_entity; original:uses_promotional_or_marketing_claim; original:mentions_discount_or_rate; original:uses_deadline_or_expiry; original:threatens_loss_or_penalty; original:contains_all_caps_or_exclamation_emphasis; original:asks_click_link; original:requests_immediate_action; original:mentions_meeting_family_friends; original:uses_casual_emotional_language; alternative:sms_alt_c04; alternative:sms_alt_c09; alternative:sms_alt_c10; alternative:sms_alt_c18; alternative:sms_alt_c19; alternative:sms_alt_c20; alternative:sms_alt_c29; alternative:sms_alt_c33; alternative:sms_alt_c35
Disaster Tweets,46,2029,9,11,0.8230,0.8143,0.7739,+0.0069,original:describes_threat_or_danger; original:mentions_location; original:mentions_time_or_recency; original:includes_source_or_report; original:mentions_casualties_or_injuries; original:calls_for_help; original:mentions_rescue_or_emergency_services; original:mentions_evacuation_or_shelter; original:gives_safety_instruction; alternative:disaster_alt_c02; alternative:disaster_alt_c04; alternative:disaster_alt_c06; alternative:disaster_alt_c07; alternative:disaster_alt_c10; alternative:disaster_alt_c11; alternative:disaster_alt_c12; alternative:disaster_alt_c18; alternative:disaster_alt_c21; alternative:disaster_alt_c27; alternative:disaster_alt_c35
Disaster Tweets,47,2029,7,13,0.8290,0.8207,0.7822,+0.0134,original:reports_event_occurrence; original:mentions_cause_or_trigger; original:mentions_location; original:mentions_scale_or_intensity; original:mentions_rescue_or_emergency_services; original:expresses_joke_or_sarcasm; original:discusses_non_event_context; alternative:disaster_alt_c02; alternative:disaster_alt_c06; alternative:disaster_alt_c07; alternative:disaster_alt_c09; alternative:disaster_alt_c10; alternative:disaster_alt_c11; alternative:disaster_alt_c12; alternative:disaster_alt_c18; alternative:disaster_alt_c27; alternative:disaster_alt_c33; alternative:disaster_alt_c34; alternative:disaster_alt_c35; alternative:disaster_alt_c38
Disaster Tweets,48,2029,9,11,0.8290,0.8207,0.7822,+0.0134,original:reports_event_occurrence; original:describes_threat_or_danger; original:mentions_time_or_recency; original:mentions_infrastructure_disruption; original:calls_for_help; original:gives_safety_instruction; original:uses_metaphor_or_idiom; original:refers_to_entertainment_or_sports; original:discusses_non_event_context; alternative:disaster_alt_c02; alternative:disaster_alt_c06; alternative:disaster_alt_c09; alternative:disaster_alt_c10; alternative:disaster_alt_c11; alternative:disaster_alt_c17; alternative:disaster_alt_c19; alternative:disaster_alt_c26; alternative:disaster_alt_c27; alternative:disaster_alt_c33; alternative:disaster_alt_c35
Disaster Tweets,49,2029,10,10,0.8090,0.7990,0.7542,-0.0083,original:reports_event_occurrence; original:mentions_time_or_recency; original:includes_source_or_report; original:mentions_casualties_or_injuries; original:mentions_infrastructure_disruption; original:mentions_scale_or_intensity; original:mentions_rescue_or_emergency_services; original:mentions_evacuation_or_shelter; original:uses_metaphor_or_idiom; original:expresses_joke_or_sarcasm; alternative:disaster_alt_c04; alternative:disaster_alt_c09; alternative:disaster_alt_c10; alternative:disaster_alt_c11; alternative:disaster_alt_c12; alternative:disaster_alt_c17; alternative:disaster_alt_c19; alternative:disaster_alt_c25; alternative:disaster_alt_c34; alternative:disaster_alt_c35
Disaster Tweets,50,2029,10,10,0.8270,0.8171,0.7744,+0.0097,original:mentions_disaster_type; original:reports_event_occurrence; original:includes_source_or_report; original:first_person_witnessing; original:mentions_casualties_or_injuries; original:mentions_property_damage; original:mentions_rescue_or_emergency_services; original:mentions_evacuation_or_shelter; original:gives_safety_instruction; original:uses_metaphor_or_idiom; alternative:disaster_alt_c04; alternative:disaster_alt_c06; alternative:disaster_alt_c10; alternative:disaster_alt_c11; alternative:disaster_alt_c12; alternative:disaster_alt_c18; alternative:disaster_alt_c19; alternative:disaster_alt_c25; alternative:disaster_alt_c27; alternative:disaster_alt_c35
Disaster Tweets,51,2029,10,10,0.8280,0.8201,0.7823,+0.0127,original:mentions_disaster_type; original:describes_threat_or_danger; original:mentions_cause_or_trigger; original:mentions_location; original:first_person_witnessing; original:mentions_scale_or_intensity; original:calls_for_help; original:gives_safety_instruction; original:expresses_joke_or_sarcasm; original:discusses_non_event_context; alternative:disaster_alt_c02; alternative:disaster_alt_c06; alternative:disaster_alt_c09; alternative:disaster_alt_c10; alternative:disaster_alt_c17; alternative:disaster_alt_c28; alternative:disaster_alt_c33; alternative:disaster_alt_c34; alternative:disaster_alt_c35; alternative:disaster_alt_c38
Disaster Tweets,52,2029,11,9,0.8060,0.7998,0.7646,-0.0075,original:mentions_disaster_type; original:mentions_cause_or_trigger; original:mentions_time_or_recency; original:first_person_witnessing; original:mentions_casualties_or_injuries; original:mentions_property_damage; original:mentions_evacuation_or_shelter; original:gives_safety_instruction; original:uses_metaphor_or_idiom; original:expresses_joke_or_sarcasm; original:discusses_non_event_context; alternative:disaster_alt_c07; alternative:disaster_alt_c10; alternative:disaster_alt_c17; alternative:disaster_alt_c18; alternative:disaster_alt_c19; alternative:disaster_alt_c25; alternative:disaster_alt_c27; alternative:disaster_alt_c28; alternative:disaster_alt_c34
Disaster Tweets,53,2029,11,9,0.8260,0.8172,0.7769,+0.0098,original:mentions_cause_or_trigger; original:mentions_location; original:includes_source_or_report; original:mentions_property_damage; original:mentions_infrastructure_disruption; original:mentions_scale_or_intensity; original:calls_for_help; original:mentions_evacuation_or_shelter; original:gives_safety_instruction; original:refers_to_entertainment_or_sports; original:expresses_joke_or_sarcasm; alternative:disaster_alt_c02; alternative:disaster_alt_c04; alternative:disaster_alt_c06; alternative:disaster_alt_c07; alternative:disaster_alt_c12; alternative:disaster_alt_c17; alternative:disaster_alt_c18; alternative:disaster_alt_c26; alternative:disaster_alt_c35
Disaster Tweets,54,2029,9,11,0.8360,0.8280,0.7908,+0.0206,original:mentions_disaster_type; original:reports_event_occurrence; original:describes_threat_or_danger; original:mentions_cause_or_trigger; original:mentions_casualties_or_injuries; original:mentions_property_damage; original:calls_for_help; original:mentions_evacuation_or_shelter; original:discusses_non_event_context; alternative:disaster_alt_c02; alternative:disaster_alt_c06; alternative:disaster_alt_c09; alternative:disaster_alt_c10; alternative:disaster_alt_c11; alternative:disaster_alt_c19; alternative:disaster_alt_c25; alternative:disaster_alt_c26; alternative:disaster_alt_c27; alternative:disaster_alt_c28; alternative:disaster_alt_c35
Disaster Tweets,55,2029,10,10,0.8280,0.8201,0.7823,+0.0127,original:mentions_disaster_type; original:reports_event_occurrence; original:mentions_time_or_recency; original:mentions_casualties_or_injuries; original:mentions_infrastructure_disruption; original:mentions_scale_or_intensity; original:gives_safety_instruction; original:refers_to_entertainment_or_sports; original:expresses_joke_or_sarcasm; original:discusses_non_event_context; alternative:disaster_alt_c02; alternative:disaster_alt_c04; alternative:disaster_alt_c09; alternative:disaster_alt_c10; alternative:disaster_alt_c12; alternative:disaster_alt_c19; alternative:disaster_alt_c25; alternative:disaster_alt_c33; alternative:disaster_alt_c35; alternative:disaster_alt_c38
Disaster Tweets,56,2029,14,6,0.8080,0.8017,0.7664,-0.0056,original:mentions_disaster_type; original:describes_threat_or_danger; original:mentions_time_or_recency; original:first_person_witnessing; original:mentions_casualties_or_injuries; original:mentions_infrastructure_disruption; original:mentions_scale_or_intensity; original:calls_for_help; original:mentions_rescue_or_emergency_services; original:gives_safety_instruction; original:uses_metaphor_or_idiom; original:refers_to_entertainment_or_sports; original:expresses_joke_or_sarcasm; original:discusses_non_event_context; alternative:disaster_alt_c04; alternative:disaster_alt_c07; alternative:disaster_alt_c09; alternative:disaster_alt_c10; alternative:disaster_alt_c11; alternative:disaster_alt_c27
Disaster Tweets,57,2029,9,11,0.8170,0.8065,0.7614,-0.0008,original:reports_event_occurrence; original:describes_threat_or_danger; original:mentions_cause_or_trigger; original:first_person_witnessing; original:mentions_casualties_or_injuries; original:mentions_scale_or_intensity; original:calls_for_help; original:mentions_evacuation_or_shelter; original:discusses_non_event_context; alternative:disaster_alt_c06; alternative:disaster_alt_c09; alternative:disaster_alt_c11; alternative:disaster_alt_c17; alternative:disaster_alt_c18; alternative:disaster_alt_c19; alternative:disaster_alt_c21; alternative:disaster_alt_c26; alternative:disaster_alt_c28; alternative:disaster_alt_c34; alternative:disaster_alt_c38
Disaster Tweets,58,2029,10,10,0.8280,0.8199,0.7817,+0.0126,original:mentions_disaster_type; original:reports_event_occurrence; original:mentions_cause_or_trigger; original:mentions_location; original:mentions_casualties_or_injuries; original:mentions_infrastructure_disruption; original:mentions_rescue_or_emergency_services; original:refers_to_entertainment_or_sports; original:expresses_joke_or_sarcasm; original:discusses_non_event_context; alternative:disaster_alt_c02; alternative:disaster_alt_c06; alternative:disaster_alt_c07; alternative:disaster_alt_c09; alternative:disaster_alt_c10; alternative:disaster_alt_c17; alternative:disaster_alt_c18; alternative:disaster_alt_c25; alternative:disaster_alt_c33; alternative:disaster_alt_c35
Disaster Tweets,59,2029,13,7,0.8290,0.8209,0.7827,+0.0135,original:mentions_disaster_type; original:mentions_location; original:mentions_time_or_recency; original:includes_source_or_report; original:mentions_casualties_or_injuries; original:mentions_property_damage; original:mentions_infrastructure_disruption; original:calls_for_help; original:mentions_evacuation_or_shelter; original:gives_safety_instruction; original:uses_metaphor_or_idiom; original:refers_to_entertainment_or_sports; original:discusses_non_event_context; alternative:disaster_alt_c02; alternative:disaster_alt_c04; alternative:disaster_alt_c06; alternative:disaster_alt_c09; alternative:disaster_alt_c10; alternative:disaster_alt_c21; alternative:disaster_alt_c35
Disaster Tweets,60,2029,12,8,0.8200,0.8105,0.7680,+0.0032,original:mentions_disaster_type; original:reports_event_occurrence; original:describes_threat_or_danger; original:mentions_time_or_recency; original:first_person_witnessing; original:mentions_property_damage; original:mentions_scale_or_intensity; original:calls_for_help; original:mentions_rescue_or_emergency_services; original:uses_metaphor_or_idiom; original:refers_to_entertainment_or_sports; original:expresses_joke_or_sarcasm; alternative:disaster_alt_c06; alternative:disaster_alt_c07; alternative:disaster_alt_c09; alternative:disaster_alt_c17; alternative:disaster_alt_c26; alternative:disaster_alt_c27; alternative:disaster_alt_c33; alternative:disaster_alt_c38
Disaster Tweets,61,2029,7,13,0.8280,0.8194,0.7801,+0.0121,original:mentions_disaster_type; original:reports_event_occurrence; original:mentions_cause_or_trigger; original:mentions_casualties_or_injuries; original:mentions_scale_or_intensity; original:mentions_evacuation_or_shelter; original:discusses_non_event_context; alternative:disaster_alt_c02; alternative:disaster_alt_c06; alternative:disaster_alt_c10; alternative:disaster_alt_c11; alternative:disaster_alt_c12; alternative:disaster_alt_c17; alternative:disaster_alt_c18; alternative:disaster_alt_c19; alternative:disaster_alt_c25; alternative:disaster_alt_c26; alternative:disaster_alt_c28; alternative:disaster_alt_c33; alternative:disaster_alt_c38
Disaster Tweets,62,2029,9,11,0.8120,0.8030,0.7608,-0.0044,original:describes_threat_or_danger; original:mentions_cause_or_trigger; original:mentions_location; original:mentions_time_or_recency; original:includes_source_or_report; original:first_person_witnessing; original:mentions_infrastructure_disruption; original:mentions_scale_or_intensity; original:gives_safety_instruction; alternative:disaster_alt_c04; alternative:disaster_alt_c09; alternative:disaster_alt_c10; alternative:disaster_alt_c12; alternative:disaster_alt_c18; alternative:disaster_alt_c19; alternative:disaster_alt_c28; alternative:disaster_alt_c33; alternative:disaster_alt_c34; alternative:disaster_alt_c35; alternative:disaster_alt_c38
Disaster Tweets,63,2029,8,12,0.8210,0.8115,0.7690,+0.0041,original:reports_event_occurrence; original:mentions_location; original:first_person_witnessing; original:mentions_casualties_or_injuries; original:mentions_infrastructure_disruption; original:calls_for_help; original:mentions_rescue_or_emergency_services; original:uses_metaphor_or_idiom; alternative:disaster_alt_c02; alternative:disaster_alt_c04; alternative:disaster_alt_c09; alternative:disaster_alt_c17; alternative:disaster_alt_c19; alternative:disaster_alt_c21; alternative:disaster_alt_c25; alternative:disaster_alt_c26; alternative:disaster_alt_c28; alternative:disaster_alt_c33; alternative:disaster_alt_c35; alternative:disaster_alt_c38
Disaster Tweets,64,2029,12,8,0.8230,0.8130,0.7698,+0.0057,original:mentions_disaster_type; original:reports_event_occurrence; original:describes_threat_or_danger; original:includes_source_or_report; original:first_person_witnessing; original:mentions_scale_or_intensity; original:calls_for_help; original:mentions_rescue_or_emergency_services; original:gives_safety_instruction; original:refers_to_entertainment_or_sports; original:expresses_joke_or_sarcasm; original:discusses_non_event_context; alternative:disaster_alt_c06; alternative:disaster_alt_c07; alternative:disaster_alt_c17; alternative:disaster_alt_c19; alternative:disaster_alt_c21; alternative:disaster_alt_c34; alternative:disaster_alt_c35; alternative:disaster_alt_c38
Disaster Tweets,65,2029,11,9,0.8210,0.8123,0.7720,+0.0050,original:reports_event_occurrence; original:describes_threat_or_danger; original:mentions_cause_or_trigger; original:mentions_location; original:mentions_time_or_recency; original:includes_source_or_report; original:mentions_property_damage; original:mentions_rescue_or_emergency_services; original:mentions_evacuation_or_shelter; original:expresses_joke_or_sarcasm; original:discusses_non_event_context; alternative:disaster_alt_c02; alternative:disaster_alt_c09; alternative:disaster_alt_c11; alternative:disaster_alt_c12; alternative:disaster_alt_c17; alternative:disaster_alt_c18; alternative:disaster_alt_c19; alternative:disaster_alt_c21; alternative:disaster_alt_c28
